the_geom,NAME,ACRES,PARKID,NEW_CLASS
"MULTIPOLYGON (((-82.99059883125533 42.438340107981546, -82.98941049343182 42.43837488691487, -82.98940672084429 42.43826738933486, -82.98940306891102 42.43815442956205, -82.98940062591758 42.43804239504748, -82.98939695390163 42.43793034563884, -82.98939330200578 42.43781738586418, -82.98938963001622 42.4377053364543, -82.98938597814681 42.4375923766784, -82.98938230618367 42.43748032726729, -82.9893786543407 42.43736736749013, -82.98937498240396 42.43725531807777, -82.98937133058742 42.43714235829938, -82.9893676586771 42.43703030888578, -82.989364006887 42.43691734910617, -82.98935890244593 42.43675884126747, -82.98989871554147 42.43669708612624, -82.99054579615513 42.436676694096796, -82.99059883125533 42.438340107981546)))",Calimera,4.42,315,Neighborhood
"MULTIPOLYGON (((-83.22142819213914 42.33233914942828, -83.22041547919501 42.33235259815899, -83.2203673034912 42.330965307413, -83.22037343837796 42.33096536939314, -83.22087795989789 42.330957717354124, -83.2208840947844 42.33095777930667, -83.22088379420283 42.33097416660022, -83.22135886826958 42.33096621504765, -83.22136501984937 42.33096536656892, -83.22142819213914 42.33233914942828)))",Ryan,3.14,333,Neighborhood
"MULTIPOLYGON (((-83.21746758074522 42.42788110013468, -83.21774919627069 42.427873020825515, -83.2174884972271 42.428013344649045, -83.2174723539634 42.42802228712206, -83.2174425922957 42.428036555305674, -83.21741407627655 42.428049925506734, -83.21738434813442 42.42806237286962, -83.21735461998043 42.42807482022475, -83.21732367970424 42.42808634474044, -83.21729273941659 42.42809786924772, -83.21726060378555 42.42810756051154, -83.21722969703238 42.428117264196246, -83.21719756138157 42.42812695544224, -83.2171642303911 42.428134813443094, -83.21713212828058 42.42814268386523, -83.2170988140537 42.42814963144424, -83.21706549981941 42.428156579013475, -83.21703221914014 42.42816170576765, -83.21699893845539 42.42816683251206, -83.2169644456585 42.42817103641125, -83.21692996963966 42.42817432989734, -83.21689672250618 42.428177635806534, -83.21686226326383 42.428180018869426, -83.21668762673796 42.428185536337345, -83.2164674877034 42.428192414137534, -83.2164675380718 42.428189682929826, -83.21646335800101 42.42808310363731, -83.21645826806095 42.4279592142569, -83.2164533292473 42.427827131252435, -83.21644847440265 42.42769049623418, -83.21644338452417 42.4275666068513, -83.21643827787624 42.427443627870254, -83.21643318803817 42.4273197384858, -83.21642833327714 42.42718310346412, -83.21642226646057 42.42704554560025, -83.21641741174481 42.42690891057676, -83.21641134497901 42.42677135271094, -83.21640721546909 42.42666204220296, -83.21640305239373 42.42655455249966, -83.21640310276362 42.42655182129178, -83.2174139613692 42.42652198385835, -83.2174139110436 42.42652471506665, -83.21741987934547 42.426667735296775, -83.21742401063044 42.42677704576793, -83.21742921981782 42.42689456229114, -83.21743318338363 42.427012976788596, -83.2174382919579 42.4271359557269, -83.21744333345244 42.427262576275396, -83.21744746481792 42.427371886743316, -83.21745265732426 42.42749031366564, -83.21745741370387 42.42763241105844, -83.2174627572242 42.427742644354545, -83.2174676310696 42.42787836892646, -83.21746758074522 42.42788110013468)))",Arthur,3.7,316,Neighborhood
"MULTIPOLYGON (((-83.18630168088588 42.354776419093646, -83.18583992307857 42.354784364329504, -83.18561272644614 42.3547883745587, -83.18511656573155 42.3547977800338, -83.18462655929444 42.35480633685349, -83.18462661099629 42.35480360565488, -83.18457840090234 42.353718603969334, -83.18629894218499 42.35368733841407, -83.18630168088588 42.354776419093646)))",Belton-Mark Twain,3.82,329,Neighborhood
"MULTIPOLYGON (((-83.20639354933948 42.40123989599316, -83.20376194272124 42.40130404225434, -83.20374485173181 42.40083674219686, -83.2038739130936 42.40083351057396, -83.20400297444199 42.400830278804456, -83.20413326412483 42.40082705945989, -83.20426232544646 42.400823827395726, -83.20439138675472 42.400820595184925, -83.20452167639729 42.4008173753949, -83.20465073767878 42.4008141428894, -83.20478101034188 42.40081183320356, -83.20491007159848 42.400808600403444, -83.20503913284168 42.40080536745671, -83.20516942241903 42.400802146923745, -83.20529848363546 42.40079891368235, -83.2054275448385 42.400795680294316, -83.20555783437557 42.400792459315845, -83.20568689555184 42.40078922563315, -83.20581595671472 42.40078599180383, -83.20594624621151 42.40078277037986, -83.20607529041389 42.400780446657734, -83.20620557988572 42.40077722493634, -83.2063346409969 42.40077399051773, -83.2063752103131 42.400772583783635, -83.20639354933948 42.40123989599316)))",Cook,2.77,335,Neighborhood
"MULTIPOLYGON (((-83.19326221158285 42.3616578894859, -83.19325975643278 42.36165786410756, -83.19287035843806 42.36166749698099, -83.1926480132755 42.36167339286581, -83.19265557917564 42.361728105775, -83.19171465624592 42.36175024098267, -83.19167850150903 42.36073548303913, -83.19322868780644 42.360697794147455, -83.19326221158285 42.3616578894859)))",Greene,3.49,336,Neighborhood
"MULTIPOLYGON (((-82.96334236623439 42.38098956806062, -82.9624912134365 42.381286392184535, -82.9617453101991 42.38016221938229, -82.96259295352961 42.37985114066222, -82.96259667813166 42.37984936548786, -82.9626536914826 42.37993566832401, -82.96271068451375 42.38002288149372, -82.96276647029435 42.38010916909076, -82.96282348411735 42.380195471841226, -82.9628792702081 42.38028175938261, -82.9629362843447 42.38036806207611, -82.96299329863895 42.380454364740814, -82.96304908519585 42.38054065219821, -82.9631060998037 42.38062695480593, -82.96316186619968 42.38071415256995, -82.96321888112195 42.38080045512068, -82.96327589620184 42.380886757642614, -82.96334236623439 42.38098956806062)))",Algonquin-Goethe,2.78,364,Neighborhood
"MULTIPOLYGON (((-83.18767998492407 42.376643714474795, -83.18719222868961 42.37665412866512, -83.18718883104434 42.376573962484336, -83.18718582906776 42.3764728571133, -83.18669684622064 42.37648325642091, -83.18664310891855 42.375103171749686, -83.18761982500958 42.37508235874091, -83.18767998492407 42.376643714474795)))",Mallett,3.25,370,Neighborhood
"MULTIPOLYGON (((-82.95651824118808 42.398108432931835, -82.95576378010047 42.398384997012464, -82.95462466499481 42.397091425053596, -82.95554388840858 42.396754083295264, -82.95651824118808 42.398108432931835)))",Corrigan,3.24,381,Neighborhood
"MULTIPOLYGON (((-83.01949921605808 42.40780101787766, -83.01826553239546 42.40825625314712, -83.01821870492867 42.40820561403687, -83.01783435878576 42.40779583191247, -83.0175626007379 42.40740741889423, -83.01891639391364 42.40690899681686, -83.01894257368338 42.40694846342572, -83.01912589198844 42.40722199840281, -83.01922234751719 42.40736428629334, -83.01947779208902 42.407768892644235, -83.01949921605808 42.40780101787766)))",Molena-Castle,3.08,390,Neighborhood
"MULTIPOLYGON (((-83.06772167057787 42.424932214866665, -83.0675667630445 42.424993275104605, -83.06665087483267 42.42500374415877, -83.0666338259857 42.42399369790692, -83.06696719295762 42.42386183263086, -83.06772167057787 42.424932214866665)), ((-83.06646360760534 42.42470816332989, -83.06604729375363 42.424703398961185, -83.06602744529741 42.42403612260719, -83.06648876111919 42.4240414020321, -83.06646360760534 42.42470816332989)))",Conant-Minnesota,2.63,403,Neighborhood
"MULTIPOLYGON (((-83.28253483745166 42.43872151103955, -83.28234916277496 42.43872429265379, -83.28214528894165 42.438713241871646, -83.28198329990109 42.438697127073574, -83.28065590123268 42.43847046926823, -83.28065720961263 42.43846592895517, -83.28076043671781 42.43818555130166, -83.28081243730529 42.437881920094405, -83.2808137456615 42.43787737977945, -83.28192426920594 42.43799178813706, -83.28250960336754 42.43798098288834, -83.28253483745166 42.43872151103955)))",Fargo-Fenton,2.75,405,Neighborhood
"MULTIPOLYGON (((-83.01691253550167 42.37278065162617, -83.01702148338349 42.372740058914076, -83.0169893969241 42.37269050476049, -83.01740788020292 42.37253339095362, -83.01741530573746 42.37253074738121, -83.01741887092554 42.3725362533854, -83.01780882598892 42.37313095951766, -83.01781239124598 42.373136465509404, -83.01780981769106 42.37314189856955, -83.01778825720825 42.3731735136242, -83.01794281129405 42.37340937540759, -83.01774536768711 42.37377954338004, -83.0176446804076 42.37397846352755, -83.0171932037693 42.37416993020698, -83.01679221296821 42.37431268163065, -83.0160087103836 42.373119575760995, -83.01691253550167 42.37278065162617)))",Dueweke,3.73,409,Neighborhood
"MULTIPOLYGON (((-83.0045808613702 42.35913178907931, -83.00457713919798 42.35913356563121, -83.00304074927953 42.3597142995165, -83.0030395814329 42.359711553661135, -83.0023369891021 42.35865682168995, -83.00234071130966 42.358655045211485, -83.00289778732278 42.35844592535389, -83.00290493341525 42.358456027906634, -83.0029061012325 42.35845877376344, -83.00290982341204 42.35845699726631, -83.00346069879225 42.358250532017585, -83.00344880177964 42.35823308757445, -83.00344763394276 42.358230341723214, -83.00345135609328 42.35822856520831, -83.00386977650871 42.358071501258756, -83.00387349863774 42.35806972473002, -83.00457846598285 42.35912902851036, -83.0045808613702 42.35913178907931)))",Butzel Playground,4.23,464,Neighborhood
"MULTIPOLYGON (((-83.15072630102455 42.391762143639816, -83.14884850308131 42.3918021222799, -83.14870743819309 42.391665843159, -83.14870745596119 42.39166493276569, -83.14892248388647 42.391032561619554, -83.15023741416623 42.39100476631509, -83.15023864230959 42.39100477946947, -83.15025732489343 42.39149578414906, -83.15071576304534 42.39148339225008, -83.15072630102455 42.391762143639816)))",Intervale-Roselawn,2.79,470,Neighborhood
"MULTIPOLYGON (((-83.15429662227966 42.4377027687253, -83.15331535121211 42.43771688294171, -83.15325916611636 42.436181952780935, -83.15424030684554 42.43617330140597, -83.15429662227966 42.4377027687253)))",St. Martins,3.4,471,Neighborhood
"MULTIPOLYGON (((-83.10355032409434 42.30053137681205, -83.10190592475661 42.30123332799429, -83.10142967119327 42.300582405580826, -83.1023044590986 42.300208802658254, -83.10226492893109 42.30016192171894, -83.10254083527008 42.300044799417634, -83.10243103170235 42.299894238248804, -83.10292966600372 42.29968125383258, -83.10355032409434 42.30053137681205)))",South Rademacher,3.65,495,Neighborhood
"MULTIPOLYGON (((-83.17156583071659 42.370683956887625, -83.16995159287133 42.37071794584177, -83.16992163539163 42.36997459596186, -83.16992777406051 42.369974660669385, -83.17041428813741 42.36996248690587, -83.1703991846166 42.36959718480375, -83.17039927184408 42.36959263281809, -83.1710614174501 42.369578664458594, -83.17105686548588 42.36949575366411, -83.17106300410885 42.36949581831026, -83.171511385058 42.36948688062306, -83.17151754110971 42.369486034847334, -83.17156583071659 42.370683956887625)))",Phelps,3.99,57,Neighborhood
"MULTIPOLYGON (((-83.10853572711781 42.34925789393613, -83.10855157332567 42.34993372811831, -83.1072571633741 42.3499594379702, -83.10853572711781 42.34925789393613)))",Ames,0.99,6,Mini
"MULTIPOLYGON (((-83.04010308555505 42.43352974320222, -83.03927307499994 42.43354190611037, -83.03926234989366 42.433295008096515, -83.03925982569207 42.4332403425812, -83.03900775516537 42.433243772275155, -83.03894485090042 42.43186803045522, -83.0400269234847 42.43185152817356, -83.04010308555505 42.43352974320222)))",Kern,3.94,90,Neighborhood
"MULTIPOLYGON (((-83.12042479129276 42.34348116433674, -83.11971095158184 42.343761069131446, -83.11851200389185 42.3420878842336, -83.11922707520611 42.34180709007507, -83.12042479129276 42.34348116433674)))",Kronk,3.46,95,Neighborhood
"MULTIPOLYGON (((-83.25655981679665 42.425232053597576, -83.2561612717711 42.425834433599505, -83.25803315019039 42.42583420405758, -83.25803051448702 42.4262947999341, -83.255694281495 42.426278152637245, -83.25565378980558 42.42524414193539, -83.25655981679665 42.425232053597576)))",Lahser-Clarita,3.59,96,Neighborhood
"MULTIPOLYGON (((-83.00975697712195 42.379985928340666, -83.00938702566991 42.38012123550175, -83.0084037837992 42.37874560967072, -83.00876403592393 42.378604994912585, -83.00975697712195 42.379985928340666)), ((-83.00823463219378 42.378835187876106, -83.00927208552162 42.380301109051445, -83.00892902777056 42.38046366258291, -83.00787444062996 42.37897796097877, -83.00823463219378 42.378835187876106)))",Latham,2.96,286,Neighborhood
"MULTIPOLYGON (((-83.1373973927415 42.34159105601206, -83.13679833367873 42.341844082331704, -83.13688215640215 42.34195061878469, -83.13647024314946 42.342111880931284, -83.13646652574747 42.3421136618059, -83.13644024511952 42.342076953441364, -83.13621757735484 42.3421646874073, -83.13625104161765 42.34221057957924, -83.1362522149919 42.34221332406143, -83.13582791888865 42.342379913172486, -83.13529080625278 42.341669292116826, -83.13529452366187 42.34166751128072, -83.13643134924965 42.34121999498442, -83.13629496803219 42.34104004140657, -83.13621840285329 42.34093904670815, -83.13622212019247 42.34093726584164, -83.13674661157611 42.340730784967896, -83.13675032888783 42.34072900408409, -83.1373973927415 42.34159105601206)))",Bieniek,3.51,324,Neighborhood
"MULTIPOLYGON (((-83.00795127689568 42.430669403794134, -83.00706322269515 42.430695206800216, -83.00699625739009 42.429030728034924, -83.00788428791951 42.429004925550586, -83.00795127689568 42.430669403794134)))",Optimist-Parkgrove,3.35,243,Neighborhood
"MULTIPOLYGON (((-83.02188517653695 42.342388105058795, -83.02146768266036 42.342566188571844, -83.02146049616589 42.34255790793209, -83.02032413969155 42.34112115485639, -83.02041955129468 42.34107948833945, -83.02002701328793 42.340555785409414, -83.02001984684497 42.3405465943053, -83.02040511228185 42.34038270357246, -83.02080361145786 42.34091467132356, -83.02102784033104 42.34081898507575, -83.02172689002018 42.34170145378525, -83.02143944705607 42.34182553147154, -83.02188517653695 42.342388105058795)))",Bristol,3.21,465,Neighborhood
"MULTIPOLYGON (((-83.02692131402269 42.339478191325554, -83.02622478519106 42.33979140911435, -83.02634049349635 42.339947578691856, -83.02629713428753 42.33996618924542, -83.02657812207377 42.340313716513485, -83.0266020393971 42.34034313831277, -83.02633970185158 42.3404420277597, -83.02589266039709 42.33988218827965, -83.02592996228812 42.33985986389212, -83.0259414207554 42.339783508464365, -83.02576241667948 42.339545546695746, -83.02553695297675 42.339642138170454, -83.02550697909301 42.33960900213538, -83.0257560704105 42.33949812024716, -83.02528785267573 42.338896140167, -83.02534237256613 42.338872198300024, -83.02495625048027 42.33839138701144, -83.02519910475964 42.33828498566806, -83.02549912578739 42.33866005893138, -83.02554992503646 42.33863789420285, -83.02567305069172 42.33879142035651, -83.02630729874596 42.33852026882641, -83.02645293975526 42.3387113948634, -83.02635870427409 42.33875581206981, -83.02692131402269 42.339478191325554)))",Lafayette-St. Aubin,3.42,466,Neighborhood
"MULTIPOLYGON (((-83.24374986847707 42.432919777679764, -83.24374372353853 42.43291971696364, -83.24213897569354 42.432954841442495, -83.24213905777361 42.43295028941169, -83.2421090308552 42.43216143987815, -83.24210832720297 42.43213229471932, -83.24214645816261 42.43213085088972, -83.24371307029404 42.4320962602658, -83.24371918236596 42.43209814179641, -83.24372309782053 42.43222201778668, -83.2437282586597 42.43234499551321, -83.24373217414778 42.432468871502, -83.24373733502529 42.432591849226974, -83.24374125054689 42.43271572521425, -83.24374641146271 42.43283870293766, -83.24374986847707 42.432919777679764)))",Votrobeck,2.97,195,Neighborhood
"MULTIPOLYGON (((-83.2232234829416 42.368080866917346, -83.2214347181701 42.36665691161711, -83.2225434793308 42.36665898537091, -83.22255195629609 42.36666544481341, -83.22256167762669 42.36667100622258, -83.22257141564296 42.36667565722589, -83.22258238134033 42.36668032060049, -83.22259336372296 42.36668407356899, -83.2226043461069 42.36668782653643, -83.22261657285533 42.366690681469514, -83.22262881628795 42.366692625996265, -83.22264107640426 42.36669366011666, -83.22265335320371 42.36669378383068, -83.22266563000319 42.3666939075434, -83.22267669580516 42.36669310847865, -83.222689005969 42.366691411378746, -83.22270133281418 42.36668880387247, -83.22271243197854 42.36668618399416, -83.22272477550338 42.3666826660803, -83.22273468034905 42.36667821301917, -83.22274581287287 42.366673772327495, -83.22275573439686 42.36666840885947, -83.22275697875753 42.36666751082464, -83.22319670480442 42.36666010324485, -83.2232234829416 42.368080866917346)))",Fitzpatrick,2.88,228,Neighborhood
"MULTIPOLYGON (((-83.20171422783073 42.42800206571315, -83.20171177006578 42.42800204051766, -83.20121386856025 42.4280078621376, -83.20121141079525 42.428007836931286, -83.20120769912056 42.427877586670476, -83.2009851867865 42.42787985727255, -83.20098662362571 42.427934506500634, -83.200894423519 42.42793538184349, -83.20089668076156 42.428011893285564, -83.20089664672817 42.4280137140861, -83.20030654481273 42.42802040700075, -83.20030408704763 42.4280203817748, -83.20026342857584 42.42684259105306, -83.20167347472363 42.42682791709697, -83.20171422783073 42.42800206571315)))",Bale,3.64,249,Neighborhood
"MULTIPOLYGON (((-83.24350528034735 42.42698045410297, -83.24226482491636 42.42699732519263, -83.24225866415001 42.426998174802584, -83.24225874621354 42.42699362277068, -83.24225329328497 42.42688703226775, -83.24224788961345 42.42677771054498, -83.24224250237373 42.42666747841514, -83.24223832760221 42.42655816885053, -83.24223294039834 42.426447936719356, -83.24222753680054 42.42633861499388, -83.24222213322167 42.42622929326769, -83.24221674607483 42.42611906113442, -83.24221132612075 42.42601064981328, -83.24221134253389 42.426009739406865, -83.24221632359118 42.426006146420434, -83.24270444004611 42.42599640630076, -83.24289501039014 42.425992827649296, -83.24346559080895 42.42597661519163, -83.24347173506322 42.42597667592281, -83.24347253765143 42.42600035864036, -83.24347546930031 42.426110566422274, -83.24347964620992 42.42621987594319, -83.24348259427636 42.426329173317455, -83.24348675481843 42.42643939324384, -83.24348970290772 42.42654869061705, -83.243493863477 42.42665891054228, -83.24349804045556 42.42676822006037, -83.2435009721856 42.42687842783852, -83.24350416623835 42.42697406911118, -83.24350528034735 42.42698045410297)))",Clarita-Stout,2.81,250,Neighborhood
"MULTIPOLYGON (((-83.20295574805685 42.42101337782449, -83.20156274698763 42.42104372089698, -83.20155000820142 42.42067298626312, -83.20153033138709 42.420673695069766, -83.20152694692916 42.42059170861684, -83.20152357948562 42.42050881176298, -83.20152026306758 42.420423183706966, -83.20152031408415 42.420420452505134, -83.20181541405205 42.42041255127549, -83.20180214685269 42.420070039082255, -83.20199761632095 42.42006657939967, -83.20219308576752 42.42006311938084, -83.20236766684795 42.42005944498624, -83.20252378303479 42.42005740229164, -83.2026786874738 42.42005443639446, -83.2028385068024 42.42005152062855, -83.20291963669465 42.420050530446424, -83.20291960272466 42.42005235124808, -83.20292206598567 42.42011793786155, -83.20292615444727 42.42022815928436, -83.20293025990824 42.42033747030579, -83.20293434839871 42.42044769172746, -83.20293845388849 42.42055700274776, -83.20294254240781 42.42066722416831, -83.2029466479264 42.4207765351875, -83.20295075345936 42.42088584620611, -83.20295574805685 42.42101337782449)))",Varier,3.1,283,Neighborhood
"MULTIPOLYGON (((-83.20858967327389 42.43906933647882, -83.20858721507 42.43906931143202, -83.2081345842208 42.43908199953479, -83.20768195318745 42.43909468583512, -83.20767949498291 42.43909466076869, -83.20759834750366 42.437574086154186, -83.20850964816643 42.437553327042224, -83.20858967327389 42.43906933647882)))",Gorham,3.13,350,Neighborhood
"MULTIPOLYGON (((-83.26316543900921 42.40733911812148, -83.26208383821333 42.40735865523886, -83.26201551220059 42.405735361226355, -83.26309307744964 42.4057339971568, -83.26316543900921 42.40733911812148)))",Riordan,3.9,255,Neighborhood
"MULTIPOLYGON (((-83.22567831559827 42.424708544445956, -83.22567212152381 42.42471121396489, -83.22452008162279 42.42473424214111, -83.22451278989084 42.424528379704334, -83.22450891306967 42.424404503020256, -83.22450599834012 42.424295205148965, -83.22450187148009 42.42418498452196, -83.22449870670599 42.42408934270802, -83.22449555861276 42.42399279048978, -83.22449239385806 42.42389714867501, -83.22448825037716 42.42378783844985, -83.22448412358206 42.42367761782021, -83.22448120892992 42.42356831994545, -83.22447708216177 42.4234580993147, -83.22447293873687 42.42334878908727, -83.22447004079103 42.423238580807045, -83.22446516874346 42.42310194610921, -83.22453647193329 42.42310084167913, -83.22470367078269 42.423097969266394, -83.22496674860017 42.42309423885171, -83.22518065810902 42.42309092448308, -83.22518680206109 42.42309098620285, -83.22519296267393 42.42309013751828, -83.22525687643522 42.42308986897681, -83.22544252373496 42.42308627021892, -83.2256060194778 42.42308426985905, -83.22561216342964 42.42308433155584, -83.22561208015648 42.42308888357628, -83.22561805027179 42.4232328137969, -83.22562330790937 42.42334850915081, -83.2256273534231 42.423463281760725, -83.22563261109735 42.42357897711326, -83.22563665664316 42.42369374972191, -83.22564193100848 42.42380853466898, -83.22564595993195 42.423924217680444, -83.2256512343339 42.424039002626124, -83.22565526328953 42.42415468563632, -83.22566053772805 42.42426947058063, -83.22566466664108 42.42437969116522, -83.22566881222285 42.42448900134515, -83.22567416998524 42.42459923426722, -83.22567836556055 42.42470581323383, -83.22567831559827 42.424708544445956)))",Marx,4.17,277,Neighborhood
"MULTIPOLYGON (((-83.22082316613339 42.36920216744011, -83.22081694393795 42.36920665750793, -83.22018308505083 42.36968741514482, -83.22017064047027 42.36969639520984, -83.21909945021211 42.369718353507956, -83.21906652023303 42.36823651734759, -83.2191363429732 42.36817894640615, -83.21929838795553 42.36804764045224, -83.22082316613339 42.36920216744011)))",Weaver-Penrod,3.77,319,Neighborhood
"MULTIPOLYGON (((-83.1661604050576 42.44263838258737, -83.16615794673037 42.44263835662297, -83.1659181020531 42.44264401838975, -83.1659181371158 42.44264219760088, -83.16590617075106 42.44236980787769, -83.16553596615626 42.44237773393867, -83.16554264280649 42.44254170883752, -83.16554018448332 42.442541682859776, -83.16508757236124 42.44255146835818, -83.16463496009712 42.44256125205442, -83.16463250177357 42.44256122605705, -83.16457182162135 42.441244796430496, -83.16457427989299 42.44124482242919, -83.16502442434047 42.44123501298514, -83.16502688261191 42.44123503897405, -83.16503046581728 42.441304280921685, -83.165298593114 42.44129800944114, -83.16530105138801 42.44129803542411, -83.1653120137802 42.441558577104786, -83.16568098439839 42.44155063878555, -83.16568221354046 42.44155065177293, -83.16568581502608 42.44161898330458, -83.16611257322003 42.44161074357903, -83.16611503150675 42.441610769544404, -83.16611921407345 42.44171279864108, -83.16612446804827 42.441823034270165, -83.16612851042001 42.441932346521504, -83.16613376442974 42.44204258214918, -83.16613903598606 42.44215190738162, -83.16614307840466 42.44226121963097, -83.16614833246786 42.44237145525646, -83.16615360407752 42.44248078048675, -83.16615762901515 42.44259100312856, -83.1661604050576 42.44263838258737)))",Wells,3.7,76,Neighborhood
"MULTIPOLYGON (((-83.02642270326473 42.37077889036375, -83.02503763692924 42.37128612887103, -83.0244355114725 42.37039026167973, -83.02582675998777 42.36988037188654, -83.02642270326473 42.37077889036375)))",Warren-Meldrum,3.51,496,Neighborhood
"MULTIPOLYGON (((-83.04795323262348 42.43573460475478, -83.04752029666756 42.43574506066591, -83.04752054701808 42.43573322578414, -83.04707787530648 42.435739014011666, -83.0470799865548 42.43575542930932, -83.04707875755287 42.435755415039516, -83.04689550140188 42.435759661316204, -83.04689427239988 42.43575964704439, -83.04689340946885 42.4357423356397, -83.04646172155655 42.43575189141509, -83.04603854012787 42.43576609739503, -83.04601071295866 42.43487429730782, -83.04631446485682 42.43486872064801, -83.04631321197625 42.43492789504548, -83.04657396889043 42.43492090757512, -83.04656782834678 42.43486255789829, -83.04677936778879 42.434857730058276, -83.04677934852052 42.43485864043369, -83.04678433316825 42.43497161262454, -83.04716437894174 42.43496236671709, -83.04715939360632 42.43484939454287, -83.04736108182564 42.434845361843614, -83.04736355541385 42.43490275830192, -83.04761444171201 42.43489747506115, -83.04761196789313 42.434840078608296, -83.04792067392054 42.434832733960874, -83.04795323262348 42.43573460475478)))",Syracuse,3.78,181,Neighborhood
"MULTIPOLYGON (((-83.19674866090367 42.37013947628995, -83.1957363864998 42.37016182142242, -83.19568719850209 42.3686597724541, -83.19568965392848 42.368659797779934, -83.19608509709961 42.36865750173897, -83.1960875525261 42.36865752705621, -83.19609576550968 42.36893989062599, -83.19608582426417 42.368946162164804, -83.19607588301665 42.368952433702745, -83.19606715241525 42.3689596282997, -83.19605840474071 42.368967733297005, -83.19605088478338 42.36897585095265, -83.19604459254373 42.36898398126686, -83.196038283231 42.368993021981765, -83.19603320163644 42.36900207535552, -83.19602934776059 42.36901114138828, -83.19602670453236 42.36902113048119, -83.19602407837492 42.36903020917301, -83.19602266286579 42.36904021092512, -83.19602247507713 42.36905022533652, -83.19602228728841 42.3690602397479, -83.19602334429266 42.36906935641755, -83.19602561194706 42.36907939614751, -83.19602912439552 42.36908853813563, -83.1960338645669 42.369097692782816, -83.19603860473966 42.369106847429805, -83.19604457263607 42.36911601473567, -83.19605178532792 42.369124284299176, -83.19605899802171 42.3691325538622, -83.1960674555112 42.36913992568256, -83.19607591300269 42.369147297502295, -83.19608561529 42.369153771578986, -83.19609654530245 42.36916025831334, -83.19610749238765 42.36916583464563, -83.19611845654515 42.369170500575784, -83.1961306484277 42.36917517916302, -83.19614285738206 42.36917894734791, -83.19615508340769 42.36918180513042, -83.19616855422768 42.3691837651683, -83.19618079732487 42.36918571254699, -83.19619428521574 42.369186762180746, -83.19620779017608 42.36918690141186, -83.1962212951365 42.36918704064134, -83.19623360651059 42.36918534641009, -83.19624714560764 42.36918366483438, -83.19625947404866 42.36918106019924, -83.19627180248864 42.36917845556278, -83.19628416506343 42.36917403012283, -83.19629652763648 42.36916960468153, -83.19630766248451 42.369165166582675, -83.19631883146576 42.369158907680564, -83.19632875565449 42.36915354652245, -83.19633871397575 42.3691463645613, -83.19634744457196 42.369139169943516, -83.196356192233 42.36913106492395, -83.19636371216933 42.3691229472481, -83.19637000438142 42.36911481691623, -83.19637508593632 42.36910576352743, -83.19638016748974 42.3690967101384, -83.19638524904168 42.36908765674914, -83.196387875149 42.36907857804896, -83.19639051832189 42.369068588947655, -83.19639193377276 42.36905858719097, -83.19639212150217 42.36904857277897, -83.19639106444441 42.36903945611275, -83.19639002445332 42.36902942904541, -83.19638775674211 42.36901938932272, -83.19638424424502 42.369010247345706, -83.19637950402891 42.36900109271312, -83.19637476381419 42.36899193808034, -83.19636879588117 42.36898277079182, -83.19636158316366 42.368974501248424, -83.19635435338124 42.368967142105674, -83.19634591294823 42.36895885990557, -83.19633621066421 42.36895238585111, -83.19632652544945 42.36894500139473, -83.19631680610223 42.368939437739684, -83.1963107187105 42.368936643255665, -83.19630768411953 42.36890201004597, -83.19630771825453 42.3689001892438, -83.19631017369063 42.36890021455623, -83.19669465420822 42.368893250480575, -83.1966971096442 42.36889327578463, -83.19674866090367 42.37013947628995)))",Doan,2.9,246,Neighborhood
"MULTIPOLYGON (((-82.97329181947111 42.44747030092544, -82.97309869021184 42.447474307672906, -82.97294245774472 42.44747785587946, -82.97278745447541 42.44748141894444, -82.97263122197275 42.447484966723266, -82.97248482317751 42.447488634898946, -82.97233473671798 42.4474922576521, -82.97217850416241 42.44749580480877, -82.97199275004715 42.447499900155364, -82.9718082047565 42.44750492064405, -82.97162736745315 42.44750907572832, -82.97161402790823 42.447171075021586, -82.97176165521824 42.447167423051496, -82.97175055654107 42.446894103303485, -82.97160907589647 42.44689783068868, -82.9716029298775 42.4468977552592, -82.97158564521263 42.4466261807859, -82.97325109943313 42.4465965252825, -82.97329181947111 42.44747030092544)))",Edmore-Marbud,3.21,310,Neighborhood
"MULTIPOLYGON (((-83.05158576474228 42.42186365977672, -83.04970947512567 42.42190111737706, -83.04970453628269 42.42132009787477, -83.0500746110597 42.42131345942864, -83.05023319255295 42.4213116544416, -83.05022948910775 42.42119596545149, -83.05014465007316 42.421197714281625, -83.05014445896452 42.42114853971634, -83.05043961949565 42.42113921086626, -83.05044222908451 42.42124851298074, -83.05080001618984 42.42124172983685, -83.05080235924378 42.421130663895795, -83.05070033751552 42.421131303549, -83.05069949345973 42.42105480345728, -83.05107690043292 42.42105006788384, -83.05107653543818 42.42112564336955, -83.0509781998648 42.42112632595197, -83.05098307580315 42.421244760275336, -83.05115154443183 42.421240336697394, -83.05114092868833 42.42063648669907, -83.05157617820184 42.420627866187026, -83.05158576474228 42.42186365977672)))",Schuster,3.36,91,Neighborhood
"MULTIPOLYGON (((-83.24392168600123 42.44017232986907, -83.24294652615687 42.44018818898473, -83.2428899060715 42.43848668768781, -83.2438687266154 42.43847086548269, -83.24392168600123 42.44017232986907)))",Tuttle,3.75,256,Neighborhood
